Title,Authors,First_Publish_Year,Edition_Count,Subjects,Availability,URL,Cover_URL
Structure and Interpretation of Computer Programs (SICP),"Harold Abelson, Gerald Jay Sussman, Julie Sussman",1985,16,"Computer programming, LISP (Computer program language), mirror, pdf.yt, Computer science",Lendable,https://openlibrary.org/works/OL3267304W,https://covers.openlibrary.org/b/id/149338-M.jpg
Running MS-DOS 20th Anniversary Edition,Van Wolverton,1984,15,"IBM Personal Computer, MS-DOS, MS-DOS (Computer file), MS-DOS (Computer operating system), Microcomputers",Lendable,https://openlibrary.org/works/OL3292376W,https://covers.openlibrary.org/b/id/461390-M.jpg
Mostly BASIC,"Howard Berebon, Howard Berenbon",1980,15,"Apple II (Computer), Atari 1200XL (Computer), Atari 400 (Computer), Atari 800 (Computer), BASIC (Computer program language)",Metadata Only,https://openlibrary.org/works/OL2995643W,https://covers.openlibrary.org/b/id/8697035-M.jpg
The art of computer programming,Donald Knuth,1968,15,"Computer programming, Computer algorithms, Electronic digital computers, Programming, Qa76.6 .k64 1997",Metadata Only,https://openlibrary.org/works/OL257263W,https://covers.openlibrary.org/b/id/136600-M.jpg
Learning to use microcomputer applications,Gary B. Shelly,1992,14,"Application software, Business, Computer programs, Computer software, DBASE for DOS",Lendable,https://openlibrary.org/works/OL758361W,https://covers.openlibrary.org/b/id/6693615-M.jpg
Computers!,"Timothy N. Trainor, Diane Krasnewich",1987,14,"Computer software, Computers, Microcomputers, Programming, Proble  mes et exercices",Lendable,https://openlibrary.org/works/OL3006186W,https://covers.openlibrary.org/b/id/6998642-M.jpg
BASIC,"Robert J. Bent, George C. Sethares",1978,14,"BASIC (Computer program language), Programming, Apple computer, Programming languages, Programming Languages - General",Lendable,https://openlibrary.org/works/OL3517771W,https://covers.openlibrary.org/b/id/4665210-M.jpg
C For Dummies,"Dan Gookin, Marcus B+ckmann",1994,14,"Computer Technology, Nonfiction, C (Computer program language), COMPUTERS, Programming",Metadata Only,https://openlibrary.org/works/OL15184749W,https://covers.openlibrary.org/b/id/6441511-M.jpg
The Book of Shaders,Patricio Gonzalez Vivo,2015,14,"Computer Graphics, Programming, GLSL, Fragment shaders, Computer science",Metadata Only,https://openlibrary.org/works/OL43943799W,https://covers.openlibrary.org/b/id/15116918-M.jpg
3D Game Environments,Luke Ahearn,2008,13,"Computer games, Computer graphics, Programming, Three-dimensional display systems, Computer games, programming",Metadata Only,https://openlibrary.org/works/OL6222001W,https://covers.openlibrary.org/b/id/9636835-M.jpg
Apple Pro Training Series,Diana Weynand,2003,13,"MacBook (Computer), Motion pictures, Final cut (Electronic resource), Digital video, Macintosh (Computer)",Lendable,https://openlibrary.org/works/OL5117268W,https://covers.openlibrary.org/b/id/2384039-M.jpg
Lärobok i ALGOL,"Torgil Ekman, Carl-Erik Fröberg",1965,13,"ALGOL (Computer program language), Programming, ALGOL (Langage de programmation)",Lendable,https://openlibrary.org/works/OL7012249W,https://covers.openlibrary.org/b/id/11736796-M.jpg
Hackers,Steven Levy,1984,13,"Computer programming, Electronic digital computers, Programming, Computer hackers, History",Metadata Only,https://openlibrary.org/works/OL804638W,https://covers.openlibrary.org/b/id/106396-M.jpg
Apple Training Series,"Peachpit Press, Owen W. Linzmayer",2004,12,"Programming, Macintosh (Computer), Mac OS, Client/server computing, Operating systems (Computers)",Lendable,https://openlibrary.org/works/OL9242045W,https://covers.openlibrary.org/b/id/193734-M.jpg
Storytelling with Data,Cole Nussbaumer Knaflic,2015,12,"Computer graphics, Business communication, Information visualization, Applied, General",Metadata Only,https://openlibrary.org/works/OL17659741W,https://covers.openlibrary.org/b/id/7932707-M.jpg
Programming ArcObjects with VBA,Kang-Tsung Chang,2004,11,"ArcGIS, Geographic information systems, Graphical user interfaces (Computer systems), Microsoft Visual Basic for applications, Microsoft visual basic (computer program)",Metadata Only,https://openlibrary.org/works/OL6213664W,https://covers.openlibrary.org/b/id/1599115-M.jpg
Analyzing Baseball Data With R,"Jim Albert, Max Marchi",2013,11,"baseball, statistics, data, programming, Baseball",Metadata Only,https://openlibrary.org/works/OL17429331W,https://covers.openlibrary.org/b/id/7560996-M.jpg
Using MPI,"William Gropp, Ewing Lusk, Anthony Skjellum",1994,11,"Parallel computers, Computer interfaces, Programming, Parallel programming (Computer science), Networking packages",Lendable,https://openlibrary.org/works/OL3489778W,https://covers.openlibrary.org/b/id/151585-M.jpg
3D Game Engine Design,David H. Eberly,2000,10,"Computer games, Computer graphics, Programming, Real-time data processing, Three-dimensional display systems",Metadata Only,https://openlibrary.org/works/OL7939604W,https://covers.openlibrary.org/b/id/784200-M.jpg
Android application development all-in-one for dummies,Barry Burd,2011,10,"Development, Smartphones, Design, Application software, Mobile computing",Metadata Only,https://openlibrary.org/works/OL20011293W,https://covers.openlibrary.org/b/id/12525402-M.jpg
Information Processing and Management of Uncertainty in Knowledge-Based Systems,"Joao Paulo Carvalho, Marie-Jeanne Lesot, Uzay Kaymak, Susana Vieira, Bernadette Bouchon-Meunier, Ronald R. Yager",2016,10,"Expert systems (computer science), Uncertainty (information theory), Logic, symbolic and mathematical, Information technology, Computer networks",Lendable,https://openlibrary.org/works/OL20704224W,https://covers.openlibrary.org/b/id/9380999-M.jpg
Swift programming,Matthew Mathias,2015,10,"Swift (Computer program language), Mobile computing, Programming, Application software, IOS (Electronic resource)",Metadata Only,https://openlibrary.org/works/OL20020967W,https://covers.openlibrary.org/b/id/12641066-M.jpg
Adventures in Raspberry Pi,Carrie Anne Philbin,2013,10,"Microcomputers, Programming, Raspberry Pi (Computer), Programming languages (electronic computers)",Metadata Only,https://openlibrary.org/works/OL19997056W,https://covers.openlibrary.org/b/id/11585653-M.jpg
Android Fully Loaded,Rob Huddleston,2010,10,"Smartphones, Programming, COMPUTERS, Mobile computing, Microsoft Programming",Metadata Only,https://openlibrary.org/works/OL17556930W,https://covers.openlibrary.org/b/id/7815445-M.jpg
Computers and information processing,"Steven L. Mandell, Mandell",1987,10,"Electronic digital computers, Electronic data processing, BASIC (Computer program language), DBase III plus (Computer file), Microcomputers",Lendable,https://openlibrary.org/works/OL15859635W,https://covers.openlibrary.org/b/id/6822262-M.jpg
Arduino Cookbook,Michael Margolis,2011,10,"Engineering Prototypes, Programmable controllers, Data processing, Arduino, Electronics",Metadata Only,https://openlibrary.org/works/OL16666001W,https://covers.openlibrary.org/b/id/9548400-M.jpg
Debugging with GDB,"Richard M. Stallman, Richard Stallman, Cygnus Solutions, Roland H. Pesch, Stan Shebs",1988,10,"debugging, programming, gnu, free software, open source",Lendable,https://openlibrary.org/works/OL8774112W,https://covers.openlibrary.org/b/id/6691152-M.jpg
Masters of Doom,David Kushner,2003,9,"Computer games, History, Computer programmers, Programming, Biography",Metadata Only,https://openlibrary.org/works/OL5957689W,https://covers.openlibrary.org/b/id/606299-M.jpg
Game physics,David H. Eberly,2003,9,"Physics, Computer graphics, Computer simulation, Programming, Computer games",Metadata Only,https://openlibrary.org/works/OL7939601W,https://covers.openlibrary.org/b/id/784257-M.jpg
Building Embedded Linux Systems,"Karim Yaghmour, Jon Masters, Philippe Gerum, Steven Rostedt, Michael Opdenacker, Gilad Ben-Yossef, Michael Boerner",2003,9,"Embedded computer systems, Linux, Operating systems (Computers), Programming, Systèmes enfouis (Informatique)",Lendable,https://openlibrary.org/works/OL6046660W,https://covers.openlibrary.org/b/id/388572-M.jpg
Computer graphics through openGL,Sumanta Guha,2010,9,"Computer graphics, Microcomputers, Programming, COMPUTERS / Computer Graphics, MATHEMATICS / General",Metadata Only,https://openlibrary.org/works/OL23188501W,https://covers.openlibrary.org/b/id/12587032-M.jpg
Karel the Robot,Richard E. Pattis,1981,9,"Computer programming, Electronic digital computers, Programming, Programmation (Informatique), Programmeren (computers)",Metadata Only,https://openlibrary.org/works/OL3465300W,https://covers.openlibrary.org/b/id/305892-M.jpg
Microprocessors and interfacing,"Douglas V. Hall, Andrew L. Rood",1900,9,"Computer interfaces, Microprocessors, Programming, Programmation, Micro-ordinateurs",Lendable,https://openlibrary.org/works/OL4085889W,https://covers.openlibrary.org/b/id/9089229-M.jpg
The 80x86 IBM PC & compatible computers,"Muhammad ali mazidi, Janice Gillispie-Mazidi, Muhammad A. Mazidi, Janice Catherine Gillispie-Mazidi",1993,9,"Programming, IBM microcomputers, IBM-compatible computers, Assembler language (Computer program language), Intel 80x86 series microprocessors",Lendable,https://openlibrary.org/works/OL2062598W,https://covers.openlibrary.org/b/id/4957670-M.jpg
C# Game Programming Cookbook for Unity 3D,Jeff W. Murray,2014,9,"Computer games, Programming, C# (Computer program language), Three-dimensional display systems, COMPUTERS / Computer Graphics",Metadata Only,https://openlibrary.org/works/OL19547573W,https://covers.openlibrary.org/b/id/8513860-M.jpg
Perl Cookbook,"Tom Christiansen, Nathan Torkington, Tom Christiansen",1998,9,"Perl, programming, O'Reilly, Perl (Computer program language), Javascript",Lendable,https://openlibrary.org/works/OL15167379W,https://covers.openlibrary.org/b/id/7266902-M.jpg
Dynamic HTML,Danny Goodman,1998,9,"Éditique, DHTML (Langage de balisage), Internet, HTML (Langage de balisage), Hypermedia",Lendable,https://openlibrary.org/works/OL15859253W,https://covers.openlibrary.org/b/id/6821912-M.jpg
Calculus using Mathematica,"K. D. Stroyan, Stroyan",1993,9,"Calculus, Mathematica (Computer file), Macintosh (Computer), Programming, Data processing",Metadata Only,https://openlibrary.org/works/OL1882357W,https://covers.openlibrary.org/b/id/8273177-M.jpg
Problem solving and programming concepts,Maureen Sprankle,1989,9,"Computer programming, Problem solving, Data processing, Programming, Programmatuurtechniek",Metadata Only,https://openlibrary.org/works/OL1904027W,https://covers.openlibrary.org/b/id/5423476-M.jpg
"Learning PHP, MySQL & JavaScript",Robin Nixon,2009,9,"PHP (Computer program language), Web sites, Web site development, Design, MySQL (Electronic resource)",Lendable,https://openlibrary.org/works/OL9559525W,https://covers.openlibrary.org/b/id/5724818-M.jpg
The complete guide to game audio,Aaron Marks,2001,8,"Computer Technology, Computer games, Digital techniques, Nonfiction, Programming",Metadata Only,https://openlibrary.org/works/OL6224914W,https://covers.openlibrary.org/b/id/834336-M.jpg
Inside the IBM PC,Peter Norton,1983,8,"IBM Personal Computer, IBM microcomputers, Programming, Linguagem De Programacao (Outras), Circuitos (Hardware)",Lendable,https://openlibrary.org/works/OL65480W,https://covers.openlibrary.org/b/id/9684079-M.jpg
Artificial intelligence for games,Ian Millington,2006,8,"Computer games, Computer animation, Programming, Artificial intelligence, Computer games, programming",Metadata Only,https://openlibrary.org/works/OL7940253W,https://covers.openlibrary.org/b/id/8619501-M.jpg
iPhone Application Development For Dummies,Neal Goldstein,2009,8,"Computer Technology, Nonfiction, Development, IPhone (Smartphone), Programming",Metadata Only,https://openlibrary.org/works/OL15177986W,https://covers.openlibrary.org/b/id/7280804-M.jpg
Computer literacy,Arthur Luehrmann,1983,8,"BASIC (Computer program language), Programming, TRS-80 computers, Apple computer, Computer literacy",Lendable,https://openlibrary.org/works/OL2728781W,https://covers.openlibrary.org/b/id/8156909-M.jpg
Introduction to computers using the IBM and MS-DOS PCs with BASIC,"Steven L. Mandell, Mandell",1987,8,"BASIC (Computer program language), Computer programs, Computers, DBASE III, Educate-Ability",Lendable,https://openlibrary.org/works/OL2817555W,https://covers.openlibrary.org/b/id/6518785-M.jpg
The analytical engine,"Rick Decker, Stuart Hirshfield",1990,8,"Computer science, Electronic digital computers, HyperCard (Computer file), Internet, Macintosh (Computer)",Metadata Only,https://openlibrary.org/works/OL2699203W,https://covers.openlibrary.org/b/id/1275190-M.jpg
PC DOS,"Ruth Ashley, Judi N. Fernandez",1983,8,"IBM Personal Computer, PC DOS (Computer operating system), PC-DOS (Computer file), Programming, Pc-dos (computer operating system)",Metadata Only,https://openlibrary.org/works/OL3915483W,https://covers.openlibrary.org/b/id/6700566-M.jpg
The game narrative toolbox,Tobias Heussner,2015,8,"Computer games, Programming, Design, Authorship, Computer games, design",Metadata Only,https://openlibrary.org/works/OL19999797W,https://covers.openlibrary.org/b/id/10456482-M.jpg
Android Application Development For Dummies,"Michael Burton, Donn Felker",2010,8,"Development, Application software, Android (Electronic resource), Mobile computing, Smartphones",Metadata Only,https://openlibrary.org/works/OL19548317W,https://covers.openlibrary.org/b/id/8515079-M.jpg
Managing a nation,"Gerald O. Barney, W. Brian Kreutzer, Martha J. Garrett",1990,8,"Economic development, Catalogs, Public administration, Software, Management, data processing",Metadata Only,https://openlibrary.org/works/OL19214322W,N/A
"Unity Game Development in 24 Hours, Sams Teach Yourself",Mike Geig,2000,8,"Video games, design, Computer games, Programming, Three-dimensional display systems, Design",Metadata Only,https://openlibrary.org/works/OL20832684W,https://covers.openlibrary.org/b/id/10138600-M.jpg
Game Design,Marc Saltzman,1999,8,"Arcade, Marketing, Passtimes, Video games, Strategy",Lendable,https://openlibrary.org/works/OL2170674W,https://covers.openlibrary.org/b/id/807998-M.jpg
3D game textures,Luke Ahearn,2014,8,"Computer games, Computer graphics, Programming, Adobe Photoshop, Adobe photoshop (computer program)",Metadata Only,https://openlibrary.org/works/OL20030933W,N/A
HTML5 games,Jacob Seidelin,2011,8,"Programming, HTML (Document markup language), Computer games, Html (document markup language), Computer games, design",Metadata Only,https://openlibrary.org/works/OL19977874W,https://covers.openlibrary.org/b/id/14350308-M.jpg
Understanding and using microcomputers,"Steven M. Zimmerman, Leo M. Conrad",1986,8,"Microcomputers, Programming, Business, Data processing",Lendable,https://openlibrary.org/works/OL1964869W,https://covers.openlibrary.org/b/id/6696615-M.jpg
Algorithms and networking for computer games,Jouni Smed,2006,8,"Computer algorithms, Computer games, Programming, Jeux d'ordinateur, Programmation",Metadata Only,https://openlibrary.org/works/OL16922331W,https://covers.openlibrary.org/b/id/299480-M.jpg
Tabletop Game Design for Video Game Designers,Ethan Ham,2015,8,"Game design, Computer games, Programming, Design, Storyboards",Metadata Only,https://openlibrary.org/works/OL21256643W,https://covers.openlibrary.org/b/id/12872678-M.jpg
Clockwork Game Design,Keith Burgun,2015,8,"Computer games, design, Video games, design, Computer games, programming, Computer games, Design",Metadata Only,https://openlibrary.org/works/OL21289694W,N/A
Structured systems analysis and design methodology,Geoff Cutts,1987,8,"Electronic data processing, Electronic digital computers, Programming, Structured programming, Structured techniques",Lendable,https://openlibrary.org/works/OL4475130W,https://covers.openlibrary.org/b/id/4058970-M.jpg
Real-time embedded multithreading,Edward L. Lamie,2005,8,"Real-time programming, Parallel processing (Electronic computers), Embedded computer systems, Programming, Computer Programming",Metadata Only,https://openlibrary.org/works/OL5274159W,https://covers.openlibrary.org/b/id/834356-M.jpg
ARM Assembly language,William Hohl,2009,8,"Embedded computer systems, Programming, Assembler language (Computer program language), Assembly languages (Electronic computers), COMPUTERS / General",Metadata Only,https://openlibrary.org/works/OL13745451W,https://covers.openlibrary.org/b/id/10887430-M.jpg
Game engine architecture,"Jason Gregory, Jason Gregory",2009,8,"Programming, Computer games, Computer architecture, Computer programs, Software architecture",Metadata Only,https://openlibrary.org/works/OL13771949W,https://covers.openlibrary.org/b/id/6764258-M.jpg
Game physics engine development,Ian Millington,2007,8,"Computer games, Programming, Physics, Data processing, Computer games, programming",Metadata Only,https://openlibrary.org/works/OL16957860W,https://covers.openlibrary.org/b/id/9667846-M.jpg
Exploring BeagleBone,Derek Molloy,2014,8,"BeagleBone, SBC, single-board computer, Linux, Embedded Linux",Metadata Only,https://openlibrary.org/works/OL17858976W,https://covers.openlibrary.org/b/id/8161731-M.jpg
Creating games with Unity and Maya,Adam Watkins,2011,8,"Unity (Electronic resource), Maya (Computer file), Video games, Programming, Design",Metadata Only,https://openlibrary.org/works/OL16134385W,https://covers.openlibrary.org/b/id/8633810-M.jpg
Open Sources 2.0,"Chris DiBona, Mark Stone, Danese Cooper, Danese Cooper",2005,8,"open source, software development, programming, Open source software, Programas de codigo abierto para computadoras",Readable Online,https://openlibrary.org/works/OL15969451W,https://covers.openlibrary.org/b/id/10724275-M.jpg
Introduction To Game Physics With Box2d,Ian Parberry,2013,8,"Computer games, Computer animation, Physics, data processing, Physics, COMPUTERS / Programming / Games",Metadata Only,https://openlibrary.org/works/OL17482079W,https://covers.openlibrary.org/b/id/7665961-M.jpg
SAS and R,"Ken Kleinman, Nick Horton",2009,8,"SAS (Computer file), SAS (Computer program language), R (Computer program language), Mathematics / Statistics, Probability & Statistics - General",Metadata Only,https://openlibrary.org/works/OL9767438W,https://covers.openlibrary.org/b/id/9529707-M.jpg
Software Process Quality,"Ron Kenett, Ron S. Kenett, Emanuel Baker, Ron. S Kenett, Emanuel R. Baker",1999,8,"Quality control, Computer software, Computer software, quality control, Logiciels, Qualité",Metadata Only,https://openlibrary.org/works/OL2734816W,https://covers.openlibrary.org/b/id/14553847-M.jpg
The Intelligent Micro,Noel Williams,1985,8,"Artificial intelligence, BASIC (Computer program language), Data processing, IBM Personal Computer, Microcomputers",Metadata Only,https://openlibrary.org/works/OL3342566W,N/A
The domain theory,"Alistair Sutcliffe, A.G. Sutcliffe",2002,7,"Computer software, Computer-aided software engineering, Reusability, General Theory of Computing, Software engineering",Metadata Only,https://openlibrary.org/works/OL4640837W,https://covers.openlibrary.org/b/id/5364218-M.jpg
Introduction to Pascal and structured design,Nell B. Dale,1983,7,"Pascal (Computer program language), Structured programming, Programming, Turbo Pascal (Computer file), VAX-11 (Computer)",Lendable,https://openlibrary.org/works/OL71574W,https://covers.openlibrary.org/b/id/4038922-M.jpg
The Hitch-Hikers's Guide to Artificial Intelligence,"Richard Forsyth, Chris Naylor, Richard Forsyth",1985,7,"bbc basic, bbc micro, acorn electron, artificial intelligence, electron computing",Lendable,https://openlibrary.org/works/OL4505537W,https://covers.openlibrary.org/b/id/6388363-M.jpg
C# and Game Programming,Salvatore A. Buono,2003,7,"C# (Computer program language), Computer games, Programming, Computer games, programming, C sharp (computer program language)",Metadata Only,https://openlibrary.org/works/OL8896446W,https://covers.openlibrary.org/b/id/1910763-M.jpg
Augmented Learning,Eric Klopfer,2008,7,"Data processing, Design and construction, Educational games, Mobile computing, Pocket computers",Metadata Only,https://openlibrary.org/works/OL9248440W,https://covers.openlibrary.org/b/id/8620713-M.jpg
Microcontrollers,"Julio Sanchez, Maria P. Canton",2013,7,"Signal processing, digital techniques, Embedded computer systems, Microprocessors, Microcontrollers, Programming",Metadata Only,https://openlibrary.org/works/OL21044596W,N/A
Windows PowerShell,Lee Holmes,2008,7,"Operating systems (Computers), Programming, Windows PowerShell (Computer program language), Scripting languages (Computer science), Systems programming (Computer science)",Metadata Only,https://openlibrary.org/works/OL15166531W,N/A
How to cheat in Motion,Patrick Sheffield,2010,7,"Motion (Electronic resource), Macintosh (Computer), Computer animation, Programming, Computer graphics",Metadata Only,https://openlibrary.org/works/OL15082083W,https://covers.openlibrary.org/b/id/11648348-M.jpg
Structured BASIC,"James F. Clark, William O. Drum, J. Clark",1983,7,"BASIC (Computer program language), Structured programming, Apple computer, Computers, Programming",Lendable,https://openlibrary.org/works/OL2993937W,https://covers.openlibrary.org/b/id/8340922-M.jpg
Minds in Play,Yasmin B. Kafai,1993,7,"Constructivism (Education), Microcomputers, Video games, Programming, LOGO (Computer program language)",Metadata Only,https://openlibrary.org/works/OL3501631W,https://covers.openlibrary.org/b/id/4694937-M.jpg
You Don't Know JS Yet,Kyle Simpson,2019,7,"JavaScript, programming, coding language",Metadata Only,https://openlibrary.org/works/OL27032590W,https://covers.openlibrary.org/b/id/12539693-M.jpg
IBM PC/XT,"Louis Nashelsky, Robert L. Boylestad",1984,7,"BASIC (Computer program language), IBM Personal Computer, IBM Personal Computer XT, Programming, Ibm personal computer",Metadata Only,https://openlibrary.org/works/OL3907513W,N/A
Operating system design,Douglas E. Comer,1983,7,"Macintosh (Computer), Operating systems (Computers), Programming, System design, Xinu",Metadata Only,https://openlibrary.org/works/OL1987868W,https://covers.openlibrary.org/b/id/91334-M.jpg
Adventures of Huckleberry Finn,Mark Twain,1876,2552,"adventure and adventurers, Adventure stories, American fiction (fictional works by one author), American literature, Boys",Readable Online,https://openlibrary.org/works/OL53908W,https://covers.openlibrary.org/b/id/8157718-M.jpg
Oliver Twist,Charles Dickens,1822,2209,"Bildungsromans, Boys, Brigands and robbers, British and irish fiction (fictional works by one author), British fiction",Readable Online,https://openlibrary.org/works/OL8193478W,https://covers.openlibrary.org/b/id/13300802-M.jpg
Frankenstein or The Modern Prometheus,Mary Shelley,1818,2184,"Frankenstein (Fictitious character), Frankenstein's monster (Fictitious character), Fiction, Victor Frankenstein (Fictitious character), Scientists",Readable Online,https://openlibrary.org/works/OL450063W,https://covers.openlibrary.org/b/id/12356249-M.jpg
Hamlet,William Shakespeare,1603,2077,"performing arts, Stage history, Reyes, reinas, soberanos, Venganza, History and criticism",Readable Online,https://openlibrary.org/works/OL9170454W,https://covers.openlibrary.org/b/id/8281954-M.jpg
A Tale of Two Cities,Charles Dickens,1800,2059,"British, British and irish fiction (fictional works by one author), Children's fiction, Criticism and interpretation, English fiction",Readable Online,https://openlibrary.org/works/OL8193465W,https://covers.openlibrary.org/b/id/13301713-M.jpg
Sense and Sensibility,Jane Austen,1811,2015,"Fiction, Romance, Historical, Regency, Inheritance and succession, fiction, Mate selection, fiction, Social classes, fiction, Family life, fiction",Readable Online,https://openlibrary.org/works/OL66562W,https://covers.openlibrary.org/b/id/9278292-M.jpg
Treasure Island,Robert Louis Stevenson,1880,1984,"Fiction, Treasure Island (Imaginary place), Treasure-trove, Pirates, Treasure troves",Readable Online,https://openlibrary.org/works/OL24034W,https://covers.openlibrary.org/b/id/13859660-M.jpg
Little Women,Louisa May Alcott,1848,1888,"Romans, Jeunes filles, Soeurs, Sisters, Young women",Readable Online,https://openlibrary.org/works/OL29983W,https://covers.openlibrary.org/b/id/8775559-M.jpg
Gulliver's Travels,Jonathan Swift,1726,1810,"YA, Young adult, Juvenile, Fiction, Fantasy",Readable Online,https://openlibrary.org/works/OL20600W,https://covers.openlibrary.org/b/id/12717083-M.jpg
The Secret Garden,Frances Hodgson Burnett,1911,1594,"Fiction, general, Friendship, fiction, People with disabilities, fiction, Great britain, fiction, Child and youth fiction",Readable Online,https://openlibrary.org/works/OL69612W,https://covers.openlibrary.org/b/id/12622062-M.jpg
Don Quijote de la Mancha,Miguel de Cervantes Saavedra,1600,1589,"Don Quixote (Cervantes Saavedra, Miguel de), Quotations, Knights and knighthood, Social life and customs, Fiction",Readable Online,https://openlibrary.org/works/OL503666W,https://covers.openlibrary.org/b/id/14428305-M.jpg
King Lear,William Shakespeare,1608,1542,"Drama, King Lear (Legendary character), Fathers and daughters, Kings and rulers, Inheritance and succession",Readable Online,https://openlibrary.org/works/OL259026W,https://covers.openlibrary.org/b/id/7420452-M.jpg
A Midsummer Night's Dream,William Shakespeare,1600,1485,"Drama, Courtship, Plays, Hippolyta (Greek mythology), Theseus (Greek mythology)",Readable Online,https://openlibrary.org/works/OL259010W,https://covers.openlibrary.org/b/id/7205924-M.jpg
The Call of the Wild,Jack London,1903,1429,"Gold discoveries, Bienestar, Lobos, Descubrimiento de oro, Crítica e interpretación",Metadata Only,https://openlibrary.org/works/OL14942956W,https://covers.openlibrary.org/b/id/12393037-M.jpg
The Prince,Niccolò Machiavelli,1515,1406,"Political science, early works to 1800, Machiavel, Nicolas, 1469-1527. Prince, Classic Literature, Fiction, Ouvrages avant 1800",Readable Online,https://openlibrary.org/works/OL1089297W,https://covers.openlibrary.org/b/id/12726168-M.jpg
Divina Commedia,Dante Alighieri,1472,1334,"Poetry (poetic works by one author), Literatura, Portraits, Paradise, Poetry",Readable Online,https://openlibrary.org/works/OL93082W,https://covers.openlibrary.org/b/id/11621024-M.jpg
Анна Каренина,Лев Толстой,1876,1314,"Fiction, Adultery, Married women, Social life and customs, Social conditions",Readable Online,https://openlibrary.org/works/OL267096W,https://covers.openlibrary.org/b/id/2560652-M.jpg
Persuasion,Jane Austen,1789,1235,"Fiction, Romance, Historical, Regency, Love stories, English, Moški in ženske, V leposlovju, Medosebni odnosi",Readable Online,https://openlibrary.org/works/OL66544W,https://covers.openlibrary.org/b/id/12824691-M.jpg
Julius Caesar,William Shakespeare,1656,1222,"Antoine (Marcus Antonius), Assassination, Assassins, Bibliography, Biography",Readable Online,https://openlibrary.org/works/OL362702W,https://covers.openlibrary.org/b/id/7901303-M.jpg
The Great Gatsby,F. Scott Fitzgerald,1920,1175,"Married people, fiction, American fiction (fictional works by one author), Fiction, psychological, Long island (n.y.), fiction, Fiction",Readable Online,https://openlibrary.org/works/OL468431W,https://covers.openlibrary.org/b/id/10590366-M.jpg
Jane Eyre,Charlotte Brontë,1847,1170,"Fiction, Romance, Historical"", Man-woman relationships, fiction, Charity schools, fiction",Readable Online,https://openlibrary.org/works/OL1095427W,https://covers.openlibrary.org/b/id/8235363-M.jpg
The Time Machine,H. G. Wells,1895,1154,"Self-experimentation in medicine in fiction, Fiction, Time travel in fiction, Dystopias in fiction, Literature",Readable Online,https://openlibrary.org/works/OL52267W,https://covers.openlibrary.org/b/id/9009316-M.jpg
Moby Dick,Herman Melville,1851,1118,"American Sea stories, Mentally ill, Whaling, Science Fiction & Fantasy, Whales",Metadata Only,https://openlibrary.org/works/OL102749W,https://covers.openlibrary.org/b/id/10544254-M.jpg
Ἰλιάς,Όμηρος,1505,1084,"Odysseus (Greek mythology), Juvenile poetry, Readers, Greeks, Poetry",Readable Online,https://openlibrary.org/works/OL61981W,https://covers.openlibrary.org/b/id/7083790-M.jpg
Candide,"Voltaire, William Fleming, Philip Littell, Jack Davenport",1746,1079,"Conduct of life, Readers, Literatura francesa, Satire, Fiction",Readable Online,https://openlibrary.org/works/OL100672W,https://covers.openlibrary.org/b/id/12736044-M.jpg
Ὀδύσσεια,Όμηρος,1488,1061,"great_books_of_the_western_world, Poetry, Fiction, Classical literature, Open Library Staff Picks",Readable Online,https://openlibrary.org/works/OL61982W,https://covers.openlibrary.org/b/id/9045853-M.jpg
The Legend of Sleepy Hollow,Washington Irving,1820,1017,"Fiction, Ghosts, History, Children's stories, American, Short stories",Readable Online,https://openlibrary.org/works/OL63985W,https://covers.openlibrary.org/b/id/8243083-M.jpg
Dubliners,James Joyce,1914,995,"Daily Express, West Briton, Three Graces, The Lass of Aughrim, alcoholism",Metadata Only,https://openlibrary.org/works/OL86320W,https://covers.openlibrary.org/b/id/8216412-M.jpg
Captains Courageous,Rudyard Kipling,1896,990,"Teenage boys, Fishers, Fiction, Interpersonal relations, Reading",Readable Online,https://openlibrary.org/works/OL19842W,https://covers.openlibrary.org/b/id/12819857-M.jpg
Romeo and Juliet,William Shakespeare,1597,973,"Classical Literature, British and irish drama (dramatic works by one author), Conflicto entre generaciones, Conflict of generations, courtship",Readable Online,https://openlibrary.org/works/OL362427W,https://covers.openlibrary.org/b/id/8257991-M.jpg
King Solomon's Mines,H. Rider Haggard,1880,970,"Children's fiction, Mines and mineral resources, fiction, Adventure and adventurers, fiction, Large type books, Quatermain, allan (fictitious character), fiction",Readable Online,https://openlibrary.org/works/OL17448W,https://covers.openlibrary.org/b/id/8665393-M.jpg
Macbeth,William Shakespeare,1508,957,"Drama, Regicides, Kings and rulers, Texts, French-Canadian dialect",Readable Online,https://openlibrary.org/works/OL258902W,https://covers.openlibrary.org/b/id/872432-M.jpg
Kim,Rudyard Kipling,1901,934,"Fiction, Irish, Lamas, Irish in fiction, Orphans",Readable Online,https://openlibrary.org/works/OL19908W,https://covers.openlibrary.org/b/id/1053011-M.jpg
The Adventures of Tom Sawyer,Mark Twain,1817,879,"The Adventures of Tom Sawyer, Mark Twain, 1835-1910, 19th Century, Historical",Metadata Only,https://openlibrary.org/works/OL53919W,https://covers.openlibrary.org/b/id/12043351-M.jpg
